resultId,raceId,driverId,constructorId,number,grid,position,points,laps,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
23597,979,828,15,9,20,16,0.0,68,66,10,1:21.752,192.920,12
23598,979,807,4,27,12,17,0.0,67,61,8,1:21.611,193.253,23
23600,979,154,210,8,14,,0.0,20,19,19,1:24.702,186.201,61
23602,980,1,131,44,1,1,25.0,44,35,2,1:46.603,236.526,1
23603,980,20,6,5,2,2,18.0,44,41,1,1:46.577,236.583,1
23604,980,817,9,3,6,3,15.0,44,44,3,1:47.549,234.445,1
23605,980,8,6,7,4,4,12.0,44,36,5,1:47.730,234.051,1
23606,980,822,131,77,3,5,10.0,44,37,4,1:47.721,234.071,1
23607,980,807,4,27,7,6,8.0,44,39,7,1:48.922,231.490,1
23608,980,154,210,8,11,7,6.0,44,37,8,1:49.087,231.140,1
23609,980,13,3,19,16,8,4.0,44,37,11,1:49.637,229.980,1
23610,980,839,10,31,9,9,2.0,44,37,14,1:49.721,229.804,1
23611,980,832,5,55,13,10,1.0,44,39,13,1:49.709,229.829,1
23612,980,840,3,18,15,11,0.0,44,41,16,1:50.543,228.095,1
23613,980,826,5,26,19,12,0.0,44,39,12,1:49.708,229.831,1
23614,980,835,4,30,14,13,0.0,44,44,10,1:49.283,230.725,1
23615,980,838,1,2,20,14,0.0,44,44,15,1:49.907,229.415,1
23616,980,825,210,20,12,15,0.0,44,36,9,1:49.126,231.057,1
23617,980,828,15,9,17,16,0.0,44,25,17,1:50.775,227.618,1
23618,980,815,10,11,8,17,0.0,42,27,6,1:48.300,232.819,6
23619,980,4,1,14,10,,0.0,25,12,19,1:51.720,225.692,5
23620,980,830,9,33,5,,0.0,7,5,18,1:51.022,227.111,5
23622,981,1,131,44,1,1,25.0,53,50,2,1:23.488,249.793,1
23623,981,822,131,77,4,2,18.0,53,53,3,1:23.488,249.095,1
23624,981,20,6,5,6,3,15.0,53,51,4,1:23.897,248.576,1
23625,981,817,9,3,16,4,12.0,53,49,1,1:23.361,250.174,1
23626,981,8,6,7,5,5,10.0,53,43,8,1:25.054,245.194,1
23627,981,839,10,31,3,6,8.0,53,53,11,1:25.054,243.482,1
23628,981,840,3,18,2,7,6.0,53,51,10,1:25.625,243.559,1
23629,981,13,3,19,7,8,4.0,53,30,9,1:25.477,243.981,1
23630,981,815,10,11,10,9,2.0,53,48,6,1:24.968,245.442,1
23631,981,830,9,33,13,10,1.0,52,48,5,1:24.351,247.238,11
23632,981,825,210,20,9,11,0.0,52,48,15,1:26.037,242.393,11
23633,981,826,5,26,8,12,0.0,52,43,14,1:25.894,242.796,11
23634,981,807,4,27,14,13,0.0,52,46,16,1:26.131,242.128,11
23635,981,832,5,55,15,14,0.0,52,46,17,1:26.210,241.906,11
23636,981,154,210,8,20,15,0.0,52,48,7,1:25.020,245.292,11
23637,981,836,15,94,12,16,0.0,51,47,18,1:26.547,240.965,12
23638,981,4,1,14,19,17,0.0,50,44,13,1:25.871,242.861,6
23639,981,828,15,9,11,18,0.0,49,20,20,1:27.663,237.897,6
23640,981,838,1,2,18,,0.0,33,30,19,1:26.912,239.953,5
23641,981,835,4,30,17,,0.0,29,27,12,1:25.752,243.198,5
23642,982,1,131,44,5,1,25.0,58,55,1,1:45.008,173.643,1
23643,982,817,9,3,3,2,18.0,58,57,2,1:45.301,173.160,1
23644,982,822,131,77,6,3,15.0,58,54,3,1:45.405,172.989,1
23645,982,832,5,55,10,4,12.0,58,52,4,1:46.537,171.151,1
23646,982,815,10,11,12,5,10.0,58,52,7,1:46.731,170.840,1
23647,982,835,4,30,11,6,8.0,58,52,5,1:46.722,170.855,1
23648,982,838,1,2,9,7,6.0,58,57,6,1:46.722,170.855,1
23649,982,840,3,18,18,8,4.0,58,55,9,1:47.512,169.599,1
23650,982,154,210,8,15,9,2.0,58,54,11,1:47.637,169.402,1
23651,982,839,10,31,14,10,1.0,58,52,12,1:47.677,169.339,1
23652,982,13,3,19,17,11,0.0,58,58,8,1:47.055,170.323,1
23653,982,836,15,94,19,12,0.0,56,56,14,1:49.061,167.190,12
23654,982,825,210,20,16,,0.0,50,44,10,1:47.585,169.484,5
23655,982,807,4,27,7,,0.0,48,37,13,1:48.011,168.816,5
23656,982,828,15,9,20,,0.0,35,35,15,1:52.496,162.085,3
23657,982,826,5,26,13,,0.0,10,10,16,2:10.512,139.711,3
23658,982,4,1,14,8,,0.0,8,6,17,2:13.579,136.503,130
23662,983,830,9,33,3,1,25.0,56,50,4,1:34.467,211.235,1
23663,983,1,131,44,1,2,18.0,56,48,3,1:34.452,211.269,1
23664,983,817,9,3,4,3,15.0,56,55,5,1:34.770,210.560,1
23665,983,20,6,5,20,4,12.0,56,41,1,1:34.080,212.104,1
23666,983,822,131,77,5,5,10.0,56,44,6,1:35.284,209.424,1
23667,983,815,10,11,9,6,8.0,56,32,7,1:35.591,208.751,1
23668,983,838,1,2,7,7,6.0,55,49,9,1:35.931,208.012,11
23669,983,840,3,18,13,8,4.0,55,46,12,1:36.627,206.513,11
23670,983,13,3,19,11,9,2.0,55,44,14,1:36.944,205.838,11
23671,983,839,10,31,6,10,1.0,55,36,15,1:37.075,205.560,11
23672,983,4,1,14,10,11,0.0,55,11,11,1:36.501,206.783,11
23673,983,825,210,20,17,12,0.0,55,46,18,1:37.192,205.313,11
23674,983,154,210,8,16,13,0.0,55,49,8,1:35.796,208.305,11
23675,983,842,5,10,15,14,0.0,55,45,16,1:37.170,205.359,11
23676,983,835,4,30,12,15,0.0,55,45,17,1:37.186,205.325,11
23677,983,807,4,27,8,16,0.0,55,52,2,1:34.266,211.686,11
23678,983,836,15,94,18,17,0.0,55,53,10,1:36.395,207.010,11
23679,983,828,15,9,19,18,0.0,54,54,13,1:36.630,206.507,12
23680,983,832,5,55,14,,0.0,29,27,19,1:38.123,203.365,5
23682,984,1,131,44,1,1,25.0,53,43,6,1:33.780,222.917,1
23683,984,830,9,33,4,2,18.0,53,51,5,1:33.730,223.036,1
23684,984,817,9,3,3,3,15.0,53,52,3,1:33.694,223.122,1
23685,984,822,131,77,6,4,12.0,53,50,1,1:33.144,224.439,1
23686,984,8,6,7,10,5,10.0,53,50,2,1:33.175,224.364,1
23687,984,839,10,31,5,6,8.0,53,50,11,1:34.843,220.419,1
23688,984,815,10,11,7,7,6.0,53,23,10,1:34.744,220.649,1
23689,984,825,210,20,12,8,4.0,53,50,13,1:35.338,219.274,1
23690,984,154,210,8,13,9,2.0,53,50,14,1:35.347,219.253,1
23691,984,13,3,19,8,10,1.0,52,50,16,1:35.943,217.891,11
23692,984,4,1,14,20,11,0.0,52,45,12,1:35.111,219.797,11
23693,984,835,4,30,18,12,0.0,52,50,7,1:34.095,222.171,11
23694,984,842,5,10,14,13,0.0,52,45,8,1:34.533,221.141,11
23695,984,838,1,2,9,14,0.0,52,49,4,1:33.724,223.050,11
23696,984,836,15,94,17,15,0.0,51,27,17,1:36.430,216.791,12
23697,984,840,3,18,15,,0.0,45,37,9,1:34.548,221.106,36
23698,984,807,4,27,11,,0.0,40,28,15,1:35.883,218.028,33
23699,984,828,15,9,16,,0.0,7,7,18,1:38.596,212.028,3
23700,984,20,6,5,2,,0.0,4,2,19,2:06.457,165.314,105
23702,985,1,131,44,1,1,25.0,56,48,5,1:38.776,200.927,1
23703,985,20,6,5,2,2,18.0,56,51,1,1:37.766,203.003,1
23704,985,8,6,7,5,3,15.0,56,42,6,1:38.809,200.860,1
23705,985,830,9,33,16,4,12.0,56,39,4,1:38.060,202.394,1
23706,985,822,131,77,3,5,10.0,56,54,2,1:37.767,203.001,1
23707,985,839,10,31,6,6,8.0,56,53,13,1:40.499,197.482,1
23708,985,832,4,55,7,7,6.0,56,43,12,1:40.462,197.555,1
23709,985,815,10,11,9,8,4.0,55,14,14,1:40.851,196.793,11
23710,985,13,3,19,10,9,2.0,55,36,10,1:40.131,198.208,11
23711,985,826,5,26,11,10,1.0,55,19,15,1:40.971,196.559,11
23712,985,840,3,18,15,11,0.0,55,38,7,1:39.666,199.133,11
23713,985,838,1,2,20,12,0.0,55,27,11,1:40.349,197.777,11
23714,985,843,5,39,19,13,0.0,55,47,8,1:39.979,198.509,11
23715,985,154,210,8,12,14,0.0,55,36,17,1:41.259,196.000,11
23716,985,828,15,9,13,15,0.0,55,42,16,1:41.041,196.423,11
23717,985,825,210,20,17,16,0.0,55,51,3,1:37.893,202.739,11
23718,985,4,1,14,8,,0.0,24,21,18,1:41.537,195.463,5
23719,985,817,9,3,4,,0.0,14,14,9,1:40.102,198.265,5
23720,985,836,15,94,14,,0.0,5,2,20,1:47.073,185.357,4
23721,985,807,4,27,18,,0.0,3,2,19,1:44.270,190.340,5
23722,986,830,9,33,2,1,25.0,71,65,2,1:18.892,196.400,1
23723,986,822,131,77,4,2,18.0,71,70,3,1:19.374,195.207,1
23724,986,8,6,7,5,3,15.0,71,59,6,1:20.054,193.549,1
23725,986,20,6,5,1,4,12.0,71,68,1,1:18.785,196.666,1
23726,986,839,10,31,6,5,10.0,70,67,9,1:20.946,191.416,11
23727,986,840,3,18,11,6,8.0,70,53,12,1:21.062,191.142,11
23728,986,815,10,11,9,7,6.0,70,54,4,1:19.929,193.852,11
23729,986,825,210,20,14,8,4.0,70,68,14,1:21.214,190.784,11
23730,986,1,131,44,3,9,2.0,70,69,5,1:19.945,193.813,11
23731,986,4,1,14,18,10,1.0,70,50,11,1:21.014,191.255,11
23732,986,13,3,19,10,11,0.0,70,55,13,1:21.136,190.968,11
23733,986,838,1,2,19,12,0.0,70,66,10,1:20.972,191.355,11
23734,986,842,5,10,20,13,0.0,70,70,8,1:20.859,191.622,11
23735,986,836,15,94,13,14,0.0,69,56,16,1:21.638,189.793,12
23736,986,154,210,8,15,15,0.0,69,64,7,1:20.345,192.848,12
23737,986,832,4,55,8,,0.0,59,34,15,1:21.360,190.442,5
23738,986,828,15,9,12,,0.0,55,54,17,1:21.686,189.682,5
23739,986,843,5,28,17,,0.0,30,28,19,1:22.572,187.647,5
23740,986,807,4,27,7,,0.0,24,18,18,1:21.691,189.670,10
23741,986,817,9,3,16,,0.0,5,4,20,1:22.789,187.155,5
23742,987,20,6,5,2,1,25.0,71,63,7,1:12.539,213.849,1
23743,987,822,131,77,1,2,18.0,71,58,5,1:12.466,214.064,1
23744,987,8,6,7,3,3,15.0,71,61,6,1:12.492,213.987,1
23745,987,1,131,44,20,4,12.0,71,63,2,1:11.845,215.914,1
23746,987,830,9,33,4,5,10.0,71,64,1,1:11.044,218.349,1
23747,987,817,9,3,14,6,8.0,71,71,4,1:12.029,215.363,1
23748,987,13,3,19,9,7,6.0,71,60,11,1:13.452,211.190,1
23749,987,4,1,14,6,8,4.0,71,57,10,1:13.451,211.193,1
23750,987,815,10,11,5,9,2.0,71,61,8,1:13.052,212.347,1
23751,987,807,4,27,7,10,1.0,70,57,15,1:13.758,210.314,11
23752,987,832,4,55,8,11,0.0,70,67,13,1:13.625,210.694,11
23753,987,842,5,10,19,12,0.0,70,61,9,1:13.323,211.562,11
23754,987,828,15,9,17,13,0.0,70,70,14,1:13.666,210.577,11
23755,987,836,15,94,15,14,0.0,70,60,17,1:14.812,207.351,11
23756,987,154,210,8,11,15,0.0,69,66,12,1:13.532,210.961,12
23757,987,840,3,18,16,16,0.0,69,69,3,1:11.862,215.863,12
23758,987,843,5,28,18,,0.0,40,29,16,1:14.658,207.779,5
23762,988,822,131,77,1,1,25.0,55,52,1,1:40.650,198.652,1
23763,988,1,131,44,2,2,18.0,55,51,3,1:41.473,197.041,1
23764,988,20,6,5,3,3,15.0,55,5,2,1:40.770,198.416,1
23765,988,8,6,7,5,4,12.0,55,53,7,1:42.338,195.376,1
23766,988,830,9,33,6,5,10.0,55,43,5,1:42.028,195.969,1
23767,988,807,4,27,7,6,8.0,55,53,8,1:42.376,195.303,1
23768,988,815,10,11,8,7,6.0,55,52,11,1:42.689,194.708,1
23769,988,839,10,31,9,8,4.0,55,47,10,1:42.609,194.860,1
23770,988,4,1,14,11,9,2.0,54,26,4,1:43.378,193.410,11
23771,988,13,3,19,10,10,1.0,54,45,13,1:43.026,194.071,11
23772,988,154,210,8,16,11,0.0,54,51,9,1:42.437,195.187,11
23773,988,838,1,2,13,12,0.0,54,50,20,1:43.986,192.279,11
23774,988,825,210,20,14,13,0.0,54,50,19,1:43.928,192.387,11
23775,988,836,15,94,18,14,0.0,54,50,17,1:43.867,192.500,11
23776,988,843,5,28,20,15,0.0,54,52,18,1:43.897,192.444,11
23777,988,842,5,10,17,16,0.0,54,33,16,1:43.844,192.542,11
23778,988,828,15,9,19,17,0.0,54,36,15,1:43.567,193.057,11
23779,988,840,3,18,15,18,0.0,54,52,6,1:42.324,195.402,11
23780,988,832,4,55,12,,0.0,31,26,14,1:43.378,193.410,36
23781,988,817,9,3,4,,0.0,20,13,12,1:42.757,194.579,9
23782,989,20,6,5,3,1,25.0,58,53,4,1:26.469,220.782,1
23783,989,1,131,44,1,2,18.0,58,50,3,1:26.444,220.845,1
23784,989,8,6,7,2,3,15.0,58,57,2,1:26.373,221.027,1
23785,989,817,9,3,8,4,12.0,58,54,1,1:25.945,222.128,1
23786,989,4,1,14,10,5,10.0,58,57,7,1:26.978,219.489,1
23787,989,830,9,33,4,6,8.0,58,54,5,1:26.880,219.737,1
23788,989,807,4,27,7,7,6.0,58,57,9,1:27.081,219.230,1
23789,989,822,131,77,15,8,4.0,58,54,8,1:27.019,219.386,1
23790,989,838,1,2,11,9,2.0,58,57,6,1:26.958,219.540,1
23791,989,832,4,55,9,10,1.0,58,51,12,1:27.944,217.079,1
23792,989,815,10,11,12,11,0.0,58,51,11,1:27.633,217.849,1
23793,989,839,10,31,14,12,0.0,58,57,10,1:27.600,217.931,1
23794,989,844,15,16,18,13,0.0,58,56,15,1:28.759,215.085,1
23795,989,840,3,18,13,14,0.0,58,55,14,1:28.511,215.688,1
23796,989,843,5,28,16,15,0.0,57,57,13,1:28.176,216.507,11
23797,989,154,210,8,6,,0.0,24,23,16,1:28.805,214.974,36
23798,989,825,210,20,5,,0.0,22,21,17,1:29.534,213.224,36
23799,989,842,5,10,20,,0.0,13,13,18,1:30.649,210.601,5
23800,989,828,15,9,17,,0.0,5,4,19,1:32.210,207.036,38
23801,989,845,3,35,19,,0.0,4,3,20,1:32.573,206.224,23
23802,990,20,6,5,1,1,25.0,57,21,7,1:34.453,206.274,1
23803,990,822,131,77,3,2,18.0,57,22,1,1:33.740,207.842,1
23804,990,1,131,44,9,3,15.0,57,51,2,1:33.953,207.371,1
23805,990,842,5,10,5,4,12.0,57,46,11,1:34.863,205.382,1
23806,990,825,210,20,6,5,10.0,57,29,5,1:34.327,206.549,1
23807,990,807,4,27,7,6,8.0,57,50,9,1:34.667,205.807,1
23808,990,4,1,14,13,7,6.0,56,47,4,1:34.168,206.898,11
23809,990,838,1,2,14,8,4.0,56,30,16,1:35.131,204.803,11
23810,990,828,15,9,17,9,2.0,56,26,15,1:35.093,204.885,11
23811,990,839,10,31,8,10,1.0,56,38,12,1:35.043,204.993,11
23812,990,832,4,55,10,11,0.0,56,35,18,1:35.535,203.937,11
23813,990,844,15,16,19,12,0.0,56,35,14,1:35.075,204.924,11
23814,990,154,210,8,16,13,0.0,56,44,10,1:34.689,205.759,11
23815,990,840,3,18,20,14,0.0,56,40,13,1:35.058,204.961,11
23816,990,845,3,35,18,15,0.0,56,47,3,1:34.053,207.151,11
23817,990,815,10,11,12,16,0.0,56,32,17,1:35.266,204.513,11
23818,990,843,5,28,11,17,0.0,56,42,8,1:34.563,206.034,11
23819,990,8,6,7,2,,0.0,35,22,6,1:34.337,206.527,36
23822,991,817,9,3,6,1,25.0,56,55,1,1:35.785,204.871,1
23823,991,822,131,77,3,2,18.0,56,50,6,1:36.987,202.332,1
23824,991,8,6,7,2,3,15.0,56,48,3,1:36.456,203.446,1
23825,991,1,131,44,4,4,12.0,56,20,4,1:36.878,202.559,1
23826,991,830,9,33,5,5,10.0,56,50,2,1:36.206,203.974,1
23827,991,807,4,27,7,6,8.0,56,56,5,1:36.881,202.553,1
23828,991,4,1,14,13,7,6.0,56,56,7,1:37.234,201.818,1
23829,991,20,6,5,1,8,4.0,56,24,9,1:37.479,201.311,1
23830,991,832,4,55,9,9,2.0,56,54,11,1:37.754,200.744,1
23831,991,825,210,20,11,10,1.0,56,54,14,1:38.152,199.930,1
23832,991,839,10,31,12,11,0.0,56,47,12,1:37.985,200.271,1
23833,991,815,10,11,8,12,0.0,56,54,10,1:37.673,200.911,1
23834,991,838,1,2,14,13,0.0,56,54,13,1:38.137,199.961,1
23835,991,840,3,18,18,14,0.0,56,54,17,1:38.500,199.224,1
23836,991,845,3,35,16,15,0.0,56,47,18,1:38.624,198.973,1
23837,991,828,15,9,20,16,0.0,56,52,16,1:38.386,199.455,1
23838,991,154,210,8,10,17,0.0,56,51,8,1:37.410,201.453,1
23839,991,842,5,10,17,18,0.0,56,54,15,1:38.367,199.493,1
23840,991,844,15,16,19,19,0.0,56,23,19,1:38.808,198.603,1
23841,991,843,5,28,15,20,0.0,51,50,20,1:39.376,197.468,130
23842,992,1,131,44,2,1,25.0,51,35,2,1:45.412,205.012,1
23843,992,8,6,7,6,2,18.0,51,50,7,1:46.523,202.874,1
23844,992,815,10,11,8,3,15.0,51,51,6,1:46.206,203.480,1
23845,992,20,6,5,1,4,12.0,51,38,4,1:45.530,204.783,1
23846,992,832,4,55,9,5,10.0,51,50,9,1:46.856,202.242,1
23847,992,844,15,16,13,6,8.0,51,31,11,1:47.403,201.212,1
23848,992,4,1,14,12,7,6.0,51,32,12,1:47.449,201.126,1
23849,992,840,3,18,10,8,4.0,51,50,8,1:46.815,202.319,1
23850,992,838,1,2,16,9,2.0,51,50,13,1:47.666,200.720,1
23851,992,843,5,28,19,10,1.0,51,51,17,1:48.288,199.567,1
23852,992,828,15,9,18,11,0.0,51,51,14,1:47.925,200.239,1
23853,992,842,5,10,17,12,0.0,51,38,15,1:48.035,200.035,1
23854,992,825,210,20,15,13,0.0,51,35,16,1:48.155,199.813,1
23855,992,822,131,77,3,,0.0,48,37,1,1:45.149,205.525,29
23856,992,154,210,8,20,,0.0,42,34,10,1:46.880,202.196,3
23857,992,830,9,33,5,,0.0,39,31,5,1:45.771,204.316,4
23858,992,817,9,3,4,,0.0,39,34,3,1:45.419,204.999,4
23859,992,807,4,27,14,,0.0,10,10,18,1:48.867,198.506,3
23862,993,1,131,44,1,1,25.0,66,64,3,1:19.133,211.770,1
23863,993,822,131,77,2,2,18.0,66,56,5,1:19.478,210.850,1
23864,993,830,9,33,5,3,15.0,66,62,4,1:19.422,210.999,1
23865,993,20,6,5,3,4,12.0,66,61,2,1:19.128,211.783,1
23866,993,817,9,3,6,5,10.0,66,61,1,1:18.441,213.638,1
23867,993,825,210,20,7,6,8.0,65,64,6,1:20.246,208.832,11
23868,993,832,4,55,9,7,6.0,65,61,9,1:21.324,206.064,11
23869,993,4,1,14,8,8,4.0,65,64,7,1:20.727,207.588,11
23870,993,815,10,11,15,9,2.0,64,43,8,1:21.128,206.562,12
23871,993,844,15,16,14,10,1.0,64,51,14,1:22.122,204.062,12
23872,993,840,3,18,18,11,0.0,64,60,12,1:22.095,204.129,12
23873,993,843,5,28,20,12,0.0,64,63,10,1:21.439,205.773,12
23874,993,828,15,9,17,13,0.0,64,50,15,1:22.487,203.159,12
23875,993,845,3,35,19,14,0.0,63,57,17,1:22.680,202.685,13
23876,993,838,1,2,11,,0.0,45,38,16,1:22.594,202.896,6
23877,993,839,10,31,13,,0.0,38,36,13,1:22.117,204.074,44
23878,993,8,6,7,4,,0.0,25,23,11,1:21.531,205.541,101
23882,994,817,9,3,1,1,25.0,78,13,5,1:15.562,158.984,1
23883,994,20,6,5,2,2,18.0,78,14,7,1:16.065,157.933,1
23884,994,1,131,44,3,3,15.0,78,15,8,1:16.270,157.508,1
23885,994,8,6,7,4,4,12.0,78,13,10,1:16.392,157.257,1
23886,994,822,131,77,5,5,10.0,78,21,9,1:16.312,157.422,1
23887,994,839,10,31,6,6,8.0,78,63,14,1:17.027,155.960,1
23888,994,842,5,10,10,7,6.0,78,68,15,1:17.099,155.815,1
23889,994,807,4,27,11,8,4.0,78,57,6,1:16.061,157.941,1
23890,994,830,9,33,20,9,2.0,78,60,1,1:14.260,161.772,1
23891,994,832,4,55,8,10,1.0,78,19,18,1:17.491,155.027,1
23892,994,828,15,9,16,11,0.0,78,19,12,1:16.936,156.145,1
23893,994,815,10,11,9,12,0.0,78,24,19,1:17.546,154.917,1
23894,994,825,210,20,19,13,0.0,78,20,17,1:17.476,155.057,1
23895,994,838,1,2,12,14,0.0,77,76,11,1:16.864,156.291,11
23896,994,154,210,8,18,15,0.0,77,74,2,1:14.822,160.557,11
23897,994,845,3,35,13,16,0.0,77,75,4,1:15.325,159.484,11
23898,994,840,3,18,17,17,0.0,76,61,3,1:14.944,160.295,12
23899,994,844,15,16,14,,0.0,70,17,20,1:17.710,154.590,4
23900,994,843,5,28,15,,0.0,70,15,16,1:17.172,155.667,4
23901,994,4,1,14,7,,0.0,52,23,13,1:17.018,155.979,6
23902,995,20,6,5,1,1,25.0,68,57,2,1:13.964,212.260,1
23903,995,822,131,77,2,2,18.0,68,51,3,1:13.992,212.179,1
23904,995,830,9,33,3,3,15.0,68,65,1,1:13.864,212.547,1
23905,995,817,9,3,6,4,12.0,68,59,5,1:14.159,211.701,1
23906,995,1,131,44,4,5,10.0,68,66,6,1:14.183,211.633,1
23907,995,8,6,7,5,6,8.0,68,59,4,1:14.075,211.941,1
23908,995,807,4,27,7,7,6.0,67,64,11,1:15.588,207.699,11
23909,995,832,4,55,9,8,4.0,67,61,13,1:15.666,207.485,11
23910,995,839,10,31,8,9,2.0,67,61,12,1:15.610,207.639,11
23911,995,844,15,16,13,10,1.0,67,65,10,1:15.480,207.996,11
23912,995,842,5,10,16,11,0.0,67,67,14,1:15.699,207.395,11
23913,995,154,210,8,20,12,0.0,67,56,9,1:15.470,208.024,11
23914,995,825,210,20,11,13,0.0,67,65,8,1:15.401,208.214,11
23915,995,815,10,11,10,14,0.0,67,64,7,1:15.100,209.049,11
23916,995,828,15,9,19,15,0.0,66,62,18,1:16.403,205.484,12
23917,995,838,1,2,15,16,0.0,66,55,15,1:15.765,207.214,12
23918,995,845,3,35,18,17,0.0,66,53,16,1:15.924,206.780,12
23919,995,4,1,14,14,,0.0,40,33,17,1:16.180,206.085,43
23922,996,1,131,44,1,1,25.0,53,49,5,1:34.509,222.531,1
23923,996,830,9,33,4,2,18.0,53,47,2,1:34.275,223.083,1
23924,996,8,6,7,6,3,15.0,53,48,3,1:34.398,222.792,1
23925,996,817,9,3,5,4,12.0,53,37,7,1:35.382,220.494,1
23926,996,20,6,5,3,5,10.0,53,42,4,1:34.485,222.587,1
23927,996,825,210,20,9,6,8.0,53,50,8,1:35.425,220.395,1
23928,996,822,131,77,2,7,6.0,53,41,1,1:34.225,223.201,1
23929,996,832,4,55,7,8,4.0,53,46,9,1:35.638,219.904,1
23930,996,807,4,27,12,9,2.0,53,46,11,1:35.873,219.365,1
23931,996,844,15,16,8,10,1.0,53,45,12,1:35.977,219.127,1
23932,996,154,210,8,10,11,0.0,52,47,10,1:35.695,219.773,11
23933,996,838,1,2,17,12,0.0,52,48,14,1:36.675,217.545,11
23934,996,828,15,9,15,13,0.0,52,37,13,1:36.494,217.953,11
23935,996,843,5,28,20,14,0.0,52,40,15,1:36.839,217.176,11
23936,996,845,3,35,18,15,0.0,52,35,16,1:38.300,213.949,11
23937,996,4,1,14,16,16,0.0,50,48,6,1:35.133,221.071,36
23938,996,840,3,18,19,17,0.0,48,35,18,1:38.319,213.907,29
23939,996,815,10,11,13,,0.0,27,25,17,1:38.319,213.907,5
23942,997,830,9,33,4,1,25.0,71,70,4,1:07.442,230.491,1
23943,997,8,6,7,3,2,18.0,71,71,1,1:06.957,232.160,1
23944,997,20,6,5,6,3,15.0,71,67,2,1:07.082,231.728,1
23945,997,154,210,8,5,4,12.0,70,17,16,1:09.071,225.055,11
23946,997,825,210,20,8,5,10.0,70,70,7,1:08.476,227.010,11
23947,997,839,10,31,11,6,8.0,70,64,11,1:08.850,225.777,11
23948,997,815,10,11,16,7,6.0,70,66,8,1:08.504,226.918,11
23949,997,4,1,14,13,8,4.0,70,69,9,1:08.661,226.399,11
23950,997,844,15,16,18,9,2.0,70,68,14,1:09.006,225.267,11
23951,997,828,15,9,20,10,1.0,70,67,6,1:08.216,227.876,11
23952,997,842,5,10,12,11,0.0,70,38,19,1:09.295,224.327,11
23953,997,832,4,55,9,12,0.0,70,37,10,1:08.766,226.053,11
23954,997,845,3,35,17,13,0.0,69,64,13,1:08.971,225.381,12
23955,997,840,3,18,14,14,0.0,69,68,18,1:09.203,224.626,12
23956,997,838,1,2,15,15,0.0,65,63,12,1:08.894,225.633,130
23957,997,1,131,44,2,,0.0,62,58,3,1:07.241,231.180,32
23958,997,843,5,28,19,,0.0,54,42,17,1:09.171,224.730,9
23959,997,817,9,3,7,,0.0,53,46,5,1:07.591,229.983,43
23960,997,822,131,77,1,,0.0,13,12,15,1:09.044,225.143,9
23961,997,807,4,27,10,,0.0,11,7,20,1:10.380,220.869,5
23962,998,20,6,5,2,1,25.0,52,47,1,1:30.696,233.831,1
23963,998,1,131,44,1,2,18.0,52,52,3,1:31.245,232.424,1
23964,998,8,6,7,3,3,15.0,52,51,2,1:30.795,233.576,1
23965,998,822,131,77,4,4,12.0,52,43,4,1:31.377,232.089,1
23966,998,817,9,3,6,5,10.0,52,46,5,1:31.589,231.551,1
23967,998,807,4,27,11,6,8.0,52,48,7,1:33.405,227.049,1
23968,998,839,10,31,10,7,6.0,52,48,13,1:33.606,226.562,1
23969,998,4,1,14,13,8,4.0,52,52,10,1:33.482,226.862,1
23970,998,825,210,20,7,9,2.0,52,48,12,1:33.604,226.567,1
23971,998,815,10,11,12,10,1.0,52,48,9,1:33.472,226.887,1
23972,998,838,1,2,17,11,0.0,52,48,11,1:33.551,226.695,1
23973,998,840,3,18,19,12,0.0,52,48,15,1:33.869,225.927,1
23974,998,842,5,10,14,13,0.0,52,48,8,1:33.465,226.904,1
23975,998,845,3,35,18,14,0.0,52,52,18,1:34.620,224.134,1
23977,998,830,9,33,5,,0.0,46,42,6,1:32.007,230.499,23
23978,998,154,210,8,8,,0.0,37,28,16,1:34.391,224.678,4
23979,998,832,4,55,16,,0.0,37,25,17,1:34.602,224.177,4
23980,998,828,15,9,15,,0.0,31,26,14,1:33.675,226.395,3
23981,998,844,15,16,9,,0.0,18,3,19,1:35.209,222.747,27
23983,999,1,131,44,14,1,25.0,67,66,1,1:15.545,217.968,1
23984,999,822,131,77,2,2,18.0,67,65,2,1:15.721,217.461,1
23985,999,8,6,7,3,3,15.0,67,64,4,1:15.990,216.691,1
23986,999,830,9,33,4,4,12.0,67,66,3,1:15.852,217.085,1
23987,999,807,4,27,7,5,10.0,67,66,16,1:17.910,211.351,1
23988,999,154,210,8,6,6,8.0,67,66,5,1:16.716,214.641,1
23989,999,815,10,11,10,7,6.0,67,66,15,1:17.867,211.468,1
23990,999,839,10,31,15,8,4.0,67,64,17,1:17.941,211.267,1
23991,999,828,15,9,13,9,2.0,67,65,12,1:17.745,211.800,1
23992,999,843,5,28,17,10,1.0,67,66,9,1:17.681,211.974,1
23993,999,825,210,20,5,11,0.0,67,66,10,1:17.697,211.930,1
23994,999,832,4,55,8,12,0.0,67,63,7,1:17.430,212.661,1
23995,999,838,1,2,19,13,0.0,67,67,8,1:17.537,212.368,1
23996,999,842,5,10,16,14,0.0,66,66,13,1:17.762,211.753,11
23997,999,844,15,16,9,15,0.0,66,64,14,1:17.852,211.509,11
23998,999,4,1,14,11,16,0.0,65,60,11,1:17.741,211.811,31
