resultId,raceId,driverId,constructorId,number,grid,position,points,laps,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
21232,860,18,1,3,2,1,25.0,58,56,1,1:29.187,214.053,1
21233,860,20,9,1,6,2,18.0,58,57,2,1:29.417,213.503,1
21234,860,1,1,4,1,3,15.0,58,57,4,1:29.538,213.214,1
21236,860,4,6,5,12,5,10.0,58,52,7,1:30.277,211.469,1
21237,860,155,15,14,13,6,8.0,58,55,10,1:30.620,210.668,1
21238,860,8,208,9,17,7,6.0,58,50,11,1:30.759,210.346,1
21239,860,815,15,15,22,8,4.0,58,46,12,1:30.843,210.151,1
21240,860,817,5,16,10,9,2.0,58,53,8,1:30.592,210.733,1
21242,860,818,5,17,11,11,0.0,58,52,6,1:30.274,211.476,1
21243,860,3,131,8,7,12,0.0,58,53,14,1:30.931,209.948,1
21244,860,813,3,18,8,13,0.0,57,53,5,1:30.254,211.523,3
21248,860,13,6,6,16,,0.0,46,46,15,1:31.940,207.644,4
21256,861,4,6,5,8,1,25.0,56,53,7,1:41.680,196.250,1
21257,861,815,15,15,9,2,18.0,56,54,3,1:41.021,197.531,1
21258,861,1,1,4,1,3,15.0,56,50,6,1:41.539,196.523,1
21260,861,8,208,9,10,5,10.0,56,53,1,1:40.722,198.117,1
21263,861,818,5,17,18,8,4.0,56,55,12,1:41.922,195.785,1
21264,861,807,10,12,16,9,2.0,56,51,15,1:42.173,195.304,1
21266,861,20,9,1,5,11,0.0,56,50,4,1:41.342,196.905,1
21267,861,817,5,16,15,12,0.0,56,54,8,1:41.756,196.104,1
21268,861,3,131,8,7,13,0.0,56,51,11,1:41.863,195.898,1
21269,861,18,1,3,2,14,0.0,56,50,14,1:42.100,195.443,1
21270,861,13,6,6,12,15,0.0,56,56,13,1:42.051,195.537,1
21274,861,813,3,18,11,19,0.0,54,51,16,1:42.237,195.181,5
21278,861,155,15,14,17,,0.0,46,44,19,1:44.202,191.501,31
21279,861,154,208,10,6,,0.0,3,2,24,2:08.464,155.333,4
21280,862,3,131,8,1,1,25.0,56,40,8,1:40.967,194.356,1
21281,862,18,1,3,5,2,18.0,56,56,3,1:40.422,195.411,1
21282,862,1,1,4,7,3,15.0,56,40,6,1:40.530,195.201,1
21284,862,20,9,1,11,5,10.0,56,33,7,1:40.601,195.063,1
21285,862,154,208,10,10,6,8.0,56,35,11,1:41.120,194.062,1
21287,862,813,3,18,13,8,4.0,56,36,4,1:40.482,195.294,1
21288,862,4,6,5,9,9,2.0,56,41,12,1:41.152,194.001,1
21289,862,155,15,14,3,10,1.0,56,40,1,1:39.960,196.314,1
21290,862,815,15,15,8,11,0.0,56,37,10,1:41.071,194.156,1
21292,862,13,6,6,12,13,0.0,56,48,14,1:41.240,193.832,1
21293,862,8,208,9,4,14,0.0,56,43,18,1:41.794,192.777,1
21294,862,807,10,12,16,15,0.0,56,48,9,1:40.977,194.337,1
21295,862,818,5,17,24,16,0.0,56,48,2,1:40.019,196.198,1
21296,862,817,5,16,17,17,0.0,56,40,15,1:41.251,193.811,1
21304,863,20,9,1,1,1,25.0,57,41,1,1:36.379,202.151,1
21305,863,8,208,9,11,2,18.0,57,41,5,1:37.116,200.617,1
21306,863,154,208,10,7,3,15.0,57,42,3,1:36.928,201.006,1
21308,863,3,131,8,5,5,10.0,57,41,10,1:38.080,198.646,1
21310,863,4,6,5,9,7,6.0,57,44,15,1:38.203,198.397,1
21311,863,1,1,4,2,8,4.0,57,38,7,1:37.733,199.351,1
21312,863,13,6,6,14,9,2.0,57,42,12,1:38.123,198.558,1
21314,863,815,15,15,8,11,0.0,57,39,14,1:38.146,198.512,1
21315,863,807,10,12,13,12,0.0,57,46,17,1:38.312,198.177,1
21316,863,155,15,14,12,13,0.0,57,54,2,1:36.700,201.480,1
21317,863,818,5,17,17,14,0.0,57,43,4,1:37.058,200.737,1
21318,863,817,5,16,6,15,0.0,56,42,8,1:37.903,199.005,11
21321,863,18,1,3,4,18,0.0,55,47,9,1:38.046,198.714,43
21326,863,813,3,18,21,,0.0,25,14,21,1:39.876,195.073,29
21328,864,813,3,18,1,1,25.0,66,26,6,1:27.906,190.635,1
21329,864,4,6,5,2,2,18.0,66,46,3,1:27.390,191.761,1
21330,864,8,208,9,4,3,15.0,66,50,2,1:26.938,192.758,1
21331,864,154,208,10,3,4,12.0,66,53,1,1:26.250,194.295,1
21332,864,155,15,14,9,5,10.0,66,45,8,1:28.266,189.857,1
21333,864,20,9,1,7,6,8.0,66,65,4,1:27.768,190.935,1
21334,864,3,131,8,6,7,6.0,66,45,7,1:28.150,190.107,1
21335,864,1,1,4,24,8,4.0,66,50,18,1:28.918,188.465,1
21336,864,18,1,3,10,9,2.0,66,41,14,1:28.624,189.090,1
21337,864,807,10,12,13,10,1.0,65,48,17,1:28.912,188.478,11
21339,864,818,5,17,14,12,0.0,65,54,9,1:28.308,189.767,11
21340,864,817,5,16,15,13,0.0,65,44,12,1:28.587,189.169,11
21342,864,13,6,6,16,15,0.0,65,47,11,1:28.448,189.467,11
21347,864,815,15,15,5,,0.0,37,20,13,1:28.605,189.131,61
21353,865,3,131,8,2,2,18.0,78,46,7,1:18.977,152.246,1
21354,865,4,6,5,5,3,15.0,78,45,5,1:18.857,152.478,1
21355,865,20,9,1,9,4,12.0,78,43,9,1:19.076,152.056,1
21356,865,1,1,4,3,5,10.0,78,46,4,1:18.806,152.577,1
21357,865,13,6,6,7,6,8.0,78,41,10,1:19.101,152.008,1
21359,865,807,10,12,10,8,4.0,78,35,2,1:18.423,153.322,1
21360,865,8,208,9,8,9,2.0,78,51,12,1:19.246,151.730,1
21362,865,815,15,15,23,11,0.0,77,49,1,1:17.296,155.557,11
21363,865,818,5,17,16,12,0.0,77,25,8,1:19.013,152.177,11
21367,865,18,1,3,12,16,0.0,70,51,18,1:19.923,150.444,4
21368,865,817,5,16,15,,0.0,65,44,16,1:19.752,150.767,31
21372,865,155,15,14,11,,0.0,5,4,21,1:25.480,140.664,3
21376,866,1,1,4,2,1,25.0,70,59,6,1:17.020,203.837,1
21377,866,154,208,10,7,2,18.0,70,57,11,1:17.264,203.194,1
21378,866,815,15,15,15,3,15.0,70,67,3,1:16.414,205.454,1
21379,866,20,9,1,1,4,12.0,70,70,1,1:15.752,207.249,1
21380,866,4,6,5,3,5,10.0,70,42,15,1:17.820,201.742,1
21381,866,3,131,8,5,6,8.0,70,67,7,1:17.060,203.732,1
21383,866,8,208,9,12,8,4.0,70,70,5,1:16.764,204.517,1
21384,866,155,15,14,11,9,2.0,70,61,12,1:17.464,202.669,1
21385,866,13,6,6,6,10,1.0,70,69,2,1:16.182,206.080,1
21387,866,807,10,12,13,12,0.0,70,62,9,1:17.202,203.357,1
21388,866,813,3,18,22,13,0.0,70,67,13,1:17.489,202.604,1
21389,866,817,5,16,14,14,0.0,70,70,4,1:16.609,204.931,1
21390,866,818,5,17,19,15,0.0,69,55,17,1:17.875,201.600,11
21391,866,18,1,3,10,16,0.0,69,63,16,1:17.843,201.682,11
21400,867,4,6,5,11,1,25.0,57,40,5,1:43.666,188.185,1
21401,867,8,208,9,5,2,18.0,57,43,7,1:43.686,188.148,1
21404,867,807,10,12,8,5,10.0,57,40,13,1:44.226,187.174,1
21405,867,3,131,8,6,6,8.0,57,54,1,1:42.163,190.953,1
21407,867,18,1,3,9,8,4.0,57,48,17,1:44.806,186.138,1
21408,867,815,15,15,15,9,2.0,57,43,4,1:43.526,188.439,1
21410,867,817,5,16,17,11,0.0,57,44,6,1:43.674,188.170,1
21411,867,813,3,18,3,12,0.0,57,43,10,1:44.064,187.465,1
21415,867,13,6,6,13,16,0.0,56,36,15,1:44.431,186.806,11
21418,867,1,1,4,2,19,0.0,55,43,9,1:44.007,187.568,4
21419,867,154,208,10,4,,0.0,40,38,8,1:43.764,188.007,40
21420,867,20,9,1,1,,0.0,33,18,16,1:44.555,186.585,6
21421,867,155,15,14,7,,0.0,33,22,18,1:45.082,185.649,4
21422,867,818,5,17,18,,0.0,26,22,20,1:45.491,184.929,4
21425,868,4,6,5,1,2,18.0,52,49,7,1:35.385,222.336,1
21426,868,20,9,1,4,3,15.0,52,52,3,1:34.897,223.480,1
21427,868,13,6,6,5,4,12.0,52,50,5,1:35.041,223.141,1
21428,868,8,208,9,6,5,10.0,52,50,1,1:34.661,224.037,1
21429,868,154,208,10,9,6,8.0,52,50,2,1:34.884,223.510,1
21431,868,1,1,4,8,8,4.0,52,44,15,1:36.173,220.515,1
21433,868,18,1,3,16,10,1.0,52,52,14,1:36.086,220.714,1
21434,868,155,15,14,17,11,0.0,52,48,9,1:35.478,222.120,1
21435,868,807,10,12,14,12,0.0,52,37,13,1:35.981,220.956,1
21436,868,817,5,16,12,13,0.0,52,49,8,1:35.448,222.190,1
21437,868,818,5,17,23,14,0.0,52,49,10,1:35.514,222.036,1
21438,868,3,131,8,11,15,0.0,52,49,11,1:35.750,221.489,1
21439,868,813,3,18,7,16,0.0,51,34,17,1:37.515,217.480,11
21445,868,815,15,15,15,,0.0,11,3,22,1:39.781,212.541,4
21448,869,4,6,5,1,1,25.0,67,66,2,1:19.044,208.319,1
21449,869,18,1,3,6,2,18.0,67,67,8,1:19.469,207.205,1
21450,869,8,208,9,10,3,15.0,67,62,13,1:19.719,206.555,1
21451,869,155,15,14,12,4,12.0,67,56,9,1:19.485,207.163,1
21452,869,20,9,1,2,5,10.0,67,61,4,1:19.161,208.011,1
21453,869,815,15,15,17,6,8.0,67,62,6,1:19.270,207.725,1
21456,869,807,10,12,4,9,2.0,67,56,7,1:19.372,207.458,1
21457,869,3,131,8,21,10,1.0,67,59,3,1:19.105,208.158,1
21459,869,13,6,6,13,12,0.0,67,67,5,1:19.225,207.843,1
21460,869,817,5,16,11,13,0.0,67,44,18,1:20.066,205.660,1
21461,869,818,5,17,15,14,0.0,67,59,11,1:19.645,206.747,1
21462,869,813,3,18,5,15,0.0,66,59,10,1:19.607,206.846,11
21465,869,154,208,10,19,18,0.0,66,60,17,1:20.013,205.796,11
21471,869,1,1,4,7,,0.0,56,34,19,1:20.091,205.596,29
21472,870,1,1,4,1,1,25.0,69,65,4,1:25.677,184.082,1
21473,870,8,208,9,5,2,18.0,69,41,6,1:25.728,183.972,1
21474,870,154,208,10,2,3,15.0,69,59,13,1:26.050,183.284,1
21475,870,20,9,1,3,4,12.0,69,68,1,1:24.136,187.453,1
21476,870,4,6,5,6,5,10.0,69,65,7,1:25.738,183.951,1
21477,870,18,1,3,4,6,8.0,69,58,10,1:25.831,183.751,1
21480,870,13,6,6,7,9,2.0,69,54,11,1:25.920,183.561,1
21481,870,3,131,8,13,10,1.0,69,58,9,1:25.830,183.753,1
21482,870,807,10,12,10,11,0.0,69,60,15,1:26.073,183.235,1
21484,870,813,3,18,8,13,0.0,69,63,5,1:25.723,183.983,1
21485,870,815,15,15,14,14,0.0,69,65,2,1:25.218,185.073,1
21486,870,817,5,16,18,15,0.0,68,59,17,1:26.508,182.313,11
21487,870,818,5,17,16,16,0.0,68,66,14,1:26.061,183.260,11
21489,870,155,15,14,15,18,0.0,67,61,8,1:25.745,183.936,12
21496,871,18,1,3,1,1,25.0,44,40,10,1:54.293,220.611,1
21497,871,20,9,1,10,2,18.0,44,39,9,1:54.198,220.795,1
21498,871,8,208,9,3,3,15.0,44,34,5,1:53.640,221.879,1
21499,871,807,10,12,11,4,12.0,44,40,6,1:53.760,221.645,1
21500,871,13,6,6,14,5,10.0,44,30,3,1:53.464,222.223,1
21503,871,818,5,17,15,8,4.0,44,31,8,1:53.995,221.188,1
21504,871,817,5,16,16,9,2.0,44,42,12,1:54.605,220.011,1
21506,871,3,131,8,23,11,0.0,44,39,2,1:53.073,222.992,1
21508,871,155,15,14,2,13,0.0,44,26,13,1:55.598,218.121,1
21515,871,813,3,18,6,,0.0,4,4,20,2:56.181,143.116,4
21520,872,1,1,4,1,1,25.0,53,52,5,1:28.427,235.841,1
21521,872,815,15,15,12,2,18.0,53,53,2,1:27.562,238.171,1
21522,872,4,6,5,10,3,15.0,53,44,11,1:28.835,234.758,1
21523,872,13,6,6,3,4,12.0,53,33,12,1:28.914,234.550,1
21524,872,8,208,9,7,5,10.0,53,52,17,1:29.109,234.036,1
21526,872,3,131,8,6,7,6.0,53,53,1,1:27.239,239.053,1
21528,872,155,15,14,8,9,2.0,53,39,14,1:29.032,234.239,1
21530,872,813,3,18,22,11,0.0,53,51,4,1:28.053,236.843,1
21531,872,817,5,16,14,12,0.0,53,46,7,1:28.621,235.325,1
21540,872,807,10,12,24,21,0.0,50,46,6,1:28.578,235.439,23
21541,872,20,9,1,5,22,0.0,47,46,9,1:28.713,235.081,91
21542,872,18,1,3,2,,0.0,32,31,13,1:28.926,234.518,32
21543,872,818,5,17,16,,0.0,8,6,24,1:31.962,226.776,22
21544,873,20,9,1,3,1,25.0,59,50,3,1:52.134,162.865,1
21545,873,18,1,3,4,2,18.0,59,47,4,1:52.625,162.155,1
21546,873,4,6,5,5,3,15.0,59,53,5,1:52.709,162.034,1
21548,873,3,131,8,10,5,10.0,59,55,12,1:53.897,160.344,1
21549,873,8,208,9,12,6,8.0,59,53,11,1:53.785,160.502,1
21550,873,154,208,10,8,7,6.0,59,56,14,1:54.123,160.027,1
21551,873,13,6,6,13,8,4.0,59,47,13,1:53.997,160.204,1
21552,873,817,5,16,15,9,2.0,59,53,15,1:54.267,159.825,1
21553,873,815,15,15,14,10,1.0,59,51,6,1:52.778,161.935,1
21556,873,155,15,14,17,13,0.0,59,52,2,1:51.690,163.513,1
21557,873,807,10,12,11,14,0.0,59,52,1,1:51.033,164.480,1
21563,873,818,5,17,16,,0.0,38,28,8,1:53.510,160.891,4
21565,873,813,3,18,2,,0.0,36,27,16,1:55.120,158.641,9
21567,873,1,1,4,1,,0.0,22,14,19,1:55.541,158.063,6
21568,874,20,9,1,1,1,25.0,53,52,1,1:35.774,218.276,1
21569,874,13,6,6,10,2,18.0,53,50,5,1:36.894,215.753,1
21570,874,155,15,14,3,3,15.0,53,52,3,1:36.679,216.233,1
21571,874,18,1,3,8,4,12.0,53,51,2,1:36.606,216.396,1
21572,874,1,1,4,9,5,10.0,53,45,11,1:37.760,213.842,1
21573,874,8,208,9,7,6,8.0,53,49,13,1:37.886,213.566,1
21574,874,807,10,12,15,7,6.0,53,46,14,1:37.938,213.453,1
21575,874,813,3,18,12,8,4.0,53,45,12,1:37.771,213.818,1
21577,874,817,5,16,14,10,1.0,53,50,8,1:37.455,214.511,1
21580,874,818,5,17,19,13,0.0,53,39,9,1:37.533,214.339,1
21586,874,154,208,10,4,19,0.0,51,32,16,1:38.277,212.717,12
21589,874,815,15,15,5,,0.0,18,17,19,1:38.983,211.199,20
21592,875,20,9,1,2,1,25.0,55,55,5,1:42.499,197.211,1
21594,875,4,6,5,4,3,15.0,55,52,3,1:42.442,197.321,1
21595,875,13,6,6,6,4,12.0,55,48,2,1:42.242,197.707,1
21596,875,8,208,9,5,5,10.0,55,51,11,1:42.822,196.592,1
21597,875,807,10,12,8,6,8.0,55,54,6,1:42.645,196.931,1
21598,875,154,208,10,7,7,6.0,55,44,10,1:42.783,196.666,1
21599,875,818,5,17,16,8,4.0,55,48,8,1:42.721,196.785,1
21600,875,817,5,16,21,9,2.0,55,45,12,1:43.148,195.970,1
21601,875,1,1,4,3,10,1.0,55,49,9,1:42.721,196.785,1
21602,875,815,15,15,12,11,0.0,55,49,4,1:42.495,197.219,1
21605,875,813,3,18,15,14,0.0,55,55,7,1:42.679,196.865,1
21613,875,155,15,14,13,,0.0,16,3,20,1:47.066,188.799,130
21616,876,20,9,1,1,1,25.0,60,60,4,1:28.723,207.950,1
21617,876,4,6,5,5,2,18.0,60,60,3,1:28.630,208.168,1
21619,876,1,1,4,3,4,12.0,60,58,5,1:28.944,207.433,1
21620,876,18,1,3,4,5,10.0,60,60,1,1:28.203,209.176,1
21621,876,13,6,6,6,6,8.0,60,59,11,1:29.283,206.646,1
21622,876,8,208,9,7,7,6.0,60,54,12,1:29.354,206.482,1
21623,876,807,10,12,12,8,4.0,60,60,10,1:29.230,206.769,1
21624,876,154,208,10,11,9,2.0,60,57,15,1:29.522,206.094,1
21626,876,3,131,8,10,11,0.0,60,59,14,1:29.492,206.163,1
21628,876,817,5,16,15,13,0.0,60,57,13,1:29.440,206.283,1
21629,876,155,15,14,17,14,0.0,60,51,8,1:29.204,206.829,1
21630,876,818,5,17,18,15,0.0,59,59,17,1:30.091,204.792,11
21631,876,813,3,18,9,16,0.0,59,50,16,1:30.067,204.847,11
21639,876,815,15,15,8,,0.0,21,17,23,1:32.208,200.091,3
21640,877,8,208,9,4,1,25.0,55,50,3,1:44.458,191.410,1
21641,877,4,6,5,6,2,18.0,55,53,2,1:44.090,192.087,1
21642,877,20,9,1,24,3,15.0,55,54,1,1:43.964,192.320,1
21643,877,18,1,3,5,4,12.0,55,50,4,1:44.533,191.273,1
21644,877,813,3,18,3,5,10.0,55,55,5,1:44.833,190.726,1
21645,877,155,15,14,15,6,8.0,55,55,8,1:45.423,189.658,1
21646,877,13,6,6,8,7,6.0,55,53,11,1:45.700,189.161,1
21649,877,817,5,16,16,10,1.0,55,53,12,1:45.903,188.799,1
21651,877,818,5,17,17,12,0.0,55,53,13,1:46.113,188.425,1
21654,877,815,15,15,11,15,0.0,55,54,7,1:45.410,189.682,1
21658,877,154,208,10,9,,0.0,37,36,17,1:47.521,185.958,4
21660,877,1,1,4,1,,0.0,19,19,16,1:47.266,186.400,10
21662,877,3,131,8,7,,0.0,7,4,22,1:49.340,182.864,4
21664,878,1,1,4,2,1,25.0,56,55,5,1:39.709,199.047,1
21665,878,20,9,1,1,2,18.0,56,56,1,1:39.347,199.772,1
21666,878,4,6,5,7,3,15.0,56,56,4,1:39.672,199.121,1
21667,878,13,6,6,11,4,12.0,56,56,2,1:39.402,199.661,1
21668,878,18,1,3,12,5,10.0,56,54,6,1:40.150,198.170,1
21669,878,8,208,9,4,6,8.0,56,56,3,1:39.474,199.517,1
21670,878,154,208,10,8,7,6.0,56,55,10,1:40.625,197.235,1
21671,878,807,10,12,6,8,4.0,56,53,16,1:41.048,196.409,1
21672,878,813,3,18,9,9,2.0,56,53,12,1:40.719,197.051,1
21674,878,815,15,15,15,11,0.0,56,53,11,1:40.701,197.086,1
21675,878,817,5,16,18,12,0.0,56,53,14,1:40.772,196.947,1
21676,878,3,131,8,17,13,0.0,56,51,8,1:40.428,197.622,1
21677,878,155,15,14,16,14,0.0,55,55,7,1:40.315,197.844,11
21687,878,818,5,17,14,,0.0,14,12,24,1:44.775,189.423,22
21688,879,18,1,3,2,1,25.0,71,37,2,1:18.108,198.601,1
21689,879,4,6,5,7,2,18.0,71,36,4,1:18.623,197.301,1
21690,879,13,6,6,5,3,15.0,71,37,5,1:18.879,196.660,1
21692,879,807,10,12,6,5,10.0,71,38,3,1:18.210,198.342,1
21693,879,20,9,1,4,6,8.0,71,36,9,1:19.090,196.136,1
21695,879,818,5,17,17,8,4.0,71,39,8,1:18.983,196.401,1
21696,879,155,15,14,14,9,2.0,71,35,7,1:18.973,196.426,1
21697,879,8,208,9,8,10,1.0,70,34,13,1:19.444,195.262,11
21700,879,817,5,16,15,13,0.0,70,36,11,1:19.308,195.596,11
21702,879,3,131,8,9,15,0.0,70,38,16,1:20.266,193.262,11
21707,879,1,1,4,1,,0.0,54,38,1,1:18.069,198.701,4
21708,879,154,208,10,18,,0.0,5,2,21,1:22.184,188.752,3
21712,880,8,208,7,7,1,25.0,58,56,1,1:29.274,213.845,1
21713,880,4,6,3,5,2,18.0,58,53,3,1:29.560,213.162,1
21714,880,20,9,1,1,3,15.0,58,42,10,1:30.409,211.160,1
21715,880,13,6,4,4,4,12.0,58,38,8,1:30.239,211.558,1
21716,880,1,131,10,3,5,10.0,58,45,5,1:29.759,212.689,1
21718,880,16,10,15,12,7,6.0,58,49,13,1:30.710,210.459,1
21720,880,18,1,5,10,9,2.0,58,41,7,1:30.198,211.654,1
21721,880,154,208,8,8,10,1.0,58,41,9,1:30.395,211.193,1
21722,880,815,1,6,15,11,0.0,58,46,6,1:29.926,212.294,1
21723,880,818,5,18,13,12,0.0,58,50,2,1:29.498,213.309,1
21724,880,821,15,12,18,13,0.0,57,32,16,1:31.415,208.836,11
21725,880,822,3,17,16,14,0.0,57,42,12,1:30.652,210.594,11
21726,880,824,206,22,19,15,0.0,57,52,11,1:30.454,211.055,11
21728,880,820,206,23,20,17,0.0,56,49,17,1:32.210,207.036,12
21730,880,817,5,19,14,,0.0,39,33,14,1:30.881,210.063,9
21731,880,3,131,9,6,,0.0,26,18,18,1:32.259,206.926,10
21732,880,813,3,16,17,,0.0,24,12,21,1:32.915,205.465,20
21734,881,20,9,1,1,1,25.0,56,45,3,1:40.446,198.661,1
21736,881,1,131,10,4,3,15.0,56,32,10,1:41.001,197.570,1
21737,881,3,131,9,6,4,12.0,56,44,8,1:40.755,198.052,1
21738,881,13,6,4,2,5,10.0,56,50,2,1:39.805,199.937,1
21739,881,154,208,8,11,6,8.0,56,37,11,1:41.226,197.131,1
21740,881,8,208,7,10,7,6.0,56,37,13,1:41.769,196.079,1
21741,881,807,15,11,12,8,4.0,56,46,7,1:40.727,198.107,1
21742,881,815,1,6,9,9,2.0,56,56,1,1:39.199,201.159,1
21743,881,818,5,18,17,10,1.0,56,45,4,1:40.492,198.571,1
21744,881,822,3,17,18,11,0.0,56,54,12,1:41.373,196.845,1
21745,881,821,15,12,14,12,0.0,55,54,9,1:40.929,197.711,11
21746,881,824,206,22,19,13,0.0,55,47,14,1:42.423,194.827,11
21749,881,820,206,23,21,16,0.0,54,44,19,1:43.150,193.454,12
21750,881,18,1,5,7,17,0.0,53,43,5,1:40.556,198.444,54
21751,881,817,5,19,13,18,0.0,51,35,15,1:42.581,194.527,31
21752,881,813,3,16,16,,0.0,45,34,21,1:43.465,192.865,31
21753,881,16,10,15,8,,0.0,27,24,16,1:42.791,194.129,61
21756,882,4,6,3,3,1,25.0,56,46,4,1:39.506,197.210,1
21757,882,8,208,7,2,2,18.0,56,51,5,1:39.955,196.324,1
21758,882,1,131,10,1,3,15.0,56,50,6,1:39.981,196.273,1
21759,882,20,9,1,9,4,12.0,56,53,1,1:36.808,202.706,1
21760,882,18,1,5,8,5,10.0,56,56,2,1:38.058,200.122,1
21761,882,13,6,4,5,6,8.0,56,55,10,1:40.284,195.680,1
21762,882,817,5,19,7,7,6.0,56,55,9,1:40.240,195.766,1
21764,882,154,208,8,6,9,2.0,56,55,11,1:40.563,195.137,1
21765,882,807,15,11,10,10,1.0,56,31,12,1:40.630,195.007,1
21766,882,815,1,6,12,11,0.0,56,55,14,1:41.281,193.754,1
21767,882,818,5,18,15,12,0.0,56,56,8,1:40.138,195.965,1
21768,882,822,3,17,16,13,0.0,56,53,3,1:38.200,199.832,1
21769,882,813,3,16,14,14,0.0,56,54,13,1:40.968,194.354,1
21770,882,824,206,22,18,15,0.0,55,35,15,1:41.537,193.265,11
21772,882,820,206,23,19,17,0.0,55,39,16,1:41.978,192.429,11
21774,882,3,131,9,4,,0.0,21,7,19,1:43.378,189.823,22
21776,882,16,10,15,13,,0.0,5,3,21,1:44.257,188.223,4
21777,882,821,15,12,17,,0.0,4,2,22,1:44.775,187.292,4
21778,883,20,9,1,2,1,25.0,57,55,1,1:36.961,200.938,1
21779,883,8,208,7,8,2,18.0,57,57,8,1:38.164,198.476,1
21780,883,154,208,8,11,3,15.0,57,52,5,1:37.627,199.567,1
21782,883,1,131,10,9,5,10.0,57,48,11,1:38.204,198.395,1
21783,883,815,1,6,12,6,8.0,57,41,7,1:37.913,198.984,1
21785,883,4,6,3,3,8,4.0,57,41,3,1:37.204,200.436,1
21786,883,3,131,9,1,9,2.0,57,48,4,1:37.588,199.647,1
21787,883,18,1,5,10,10,1.0,57,49,6,1:37.743,199.330,1
21788,883,813,3,16,17,11,0.0,57,57,17,1:38.962,196.875,1
21789,883,807,15,11,14,12,0.0,57,43,15,1:38.770,197.258,1
21790,883,16,10,15,6,13,0.0,57,44,2,1:37.070,200.712,1
21791,883,822,3,17,15,14,0.0,57,57,9,1:38.192,198.419,1
21792,883,13,6,4,4,15,0.0,57,42,16,1:38.839,197.120,1
21793,883,817,5,19,13,16,0.0,56,51,21,1:39.579,195.655,11
21795,883,821,15,12,22,18,0.0,56,45,10,1:38.202,198.399,11
21796,883,824,206,22,19,19,0.0,56,50,14,1:38.756,197.286,11
21797,883,820,206,23,21,20,0.0,56,50,18,1:39.279,196.246,11
21799,883,818,5,18,16,,0.0,16,4,22,1:43.107,188.960,29
21800,884,4,6,3,5,1,25.0,66,53,5,1:26.681,193.329,1
21801,884,8,208,7,4,2,18.0,66,47,6,1:26.757,193.160,1
21802,884,13,6,4,9,3,15.0,66,56,2,1:26.394,193.971,1
21803,884,20,9,1,3,4,12.0,66,55,9,1:27.036,192.541,1
21805,884,3,131,9,1,6,8.0,66,56,11,1:27.591,191.321,1
21807,884,18,1,5,14,8,4.0,66,55,14,1:27.957,190.524,1
21808,884,815,1,6,8,9,2.0,66,55,10,1:27.251,192.066,1
21809,884,817,5,19,11,10,1.0,65,55,16,1:28.083,190.252,11
21810,884,821,15,12,19,11,0.0,65,56,1,1:26.217,194.370,11
21811,884,1,131,10,2,12,0.0,65,53,13,1:27.895,190.659,11
21812,884,16,10,15,13,13,0.0,65,38,3,1:26.564,193.590,11
21813,884,813,3,16,17,14,0.0,65,56,12,1:27.849,190.759,11
21814,884,807,15,11,15,15,0.0,65,58,4,1:26.586,193.541,11
21815,884,822,3,17,16,16,0.0,65,27,20,1:29.747,186.724,11
21817,884,824,206,22,20,18,0.0,64,55,18,1:28.884,188.537,12
21818,884,820,206,23,21,19,0.0,64,49,15,1:28.011,190.408,12
21819,884,818,5,18,12,20,0.0,52,41,17,1:28.231,189.933,3
21821,884,154,208,8,6,22,0.0,8,5,22,1:31.136,183.879,22
21822,885,3,131,9,1,1,25.0,78,74,6,1:18.327,153.510,1
21823,885,20,9,1,3,2,18.0,78,77,1,1:16.577,157.018,1
21825,885,1,131,10,2,4,12.0,78,76,3,1:18.133,153.891,1
21826,885,16,10,15,8,5,10.0,78,74,5,1:18.292,153.578,1
21827,885,18,1,5,9,6,8.0,78,76,8,1:18.720,152.743,1
21828,885,4,6,3,6,7,6.0,78,77,12,1:19.340,151.550,1
21829,885,818,5,18,10,8,4.0,78,77,10,1:19.151,151.912,1
21831,885,8,208,7,5,10,1.0,78,78,2,1:17.392,155.364,1
21832,885,807,15,11,11,11,0.0,78,29,15,1:19.853,150.576,1
21833,885,822,3,17,14,12,0.0,78,68,20,1:20.921,148.589,1
21834,885,821,15,12,19,13,0.0,78,71,7,1:18.685,152.811,1
21835,885,820,206,23,22,14,0.0,78,78,9,1:19.016,152.171,1
21837,885,815,1,6,7,16,0.0,72,27,14,1:19.530,151.188,22
21838,885,154,208,8,13,,0.0,63,57,21,1:20.969,148.501,4
21839,885,817,5,19,12,,0.0,61,26,13,1:19.426,151.386,4
21840,885,824,206,22,20,,0.0,58,49,18,1:20.617,149.149,23
21841,885,813,3,16,16,,0.0,44,8,19,1:20.881,148.662,4
21842,885,13,6,4,21,,0.0,28,28,16,1:20.064,150.179,3
21844,886,20,9,1,1,1,25.0,70,55,5,1:16.561,205.060,1
21845,886,4,6,3,6,2,18.0,70,69,2,1:16.203,206.023,1
21846,886,1,131,10,2,3,15.0,70,69,3,1:16.354,205.615,1
21848,886,3,131,9,4,5,10.0,70,70,4,1:16.534,205.132,1
21849,886,818,5,18,7,6,8.0,69,61,13,1:17.909,201.512,11
21851,886,13,6,4,16,8,4.0,69,69,6,1:16.939,204.052,11
21852,886,8,208,7,10,9,2.0,69,61,11,1:17.766,201.882,11
